id;date;lat;lon;pest;intensity;intensity_nor_ha;ndvi;ndwi;ndmi;gndvi;reci;red;nir;date_used;image_path;cloud_percentage;temp_mean;precip_sum;wind_mean;cloud_mean;pressure_mean;rh_mean;dewpoint_mean;intensity_text
1827;11.8.2023;49.442637;16.462449;hraboš polní;1;270;0.6889572124007174;-0.6216482164821648;0.1178565372223164;0.6216482164821648;1.14003294892916;607.0;3296.0;15.8.2023;sentinel_data/S2L2A_RGB_2023-08-15_49.442637_16.462449_128x128.png;0.000995;16.129166666666666;0.0;7.75;19.916666666666668;1023.1666666666666;64.54166666666667;9.1125;s výskytom
1236;29.5.2023;50.196743;15.780844;hraboš polní;1;30;0.1905904944791166;-0.3011542497376705;-0.0912422132649322;0.3011542497376705;0.1678529062870699;1686.0;2480.0;28.5.2023;sentinel_data/S2L2A_RGB_2023-05-28_50.196743_15.780844_128x128.png;0.620605;16.183333333333334;0.0;10.75;21.791666666666668;1019.0541666666668;57.208333333333336;7.158333333333332;s výskytom
84;16.1.2023;50.006614;18.002811;hraboš polní;1;100;0.7539658784794971;-0.6647727272727273;0.3168539325842696;0.6647727272727273;1.442822384428224;411.0;2930.0;12.1.2023;sentinel_data/S2L2A_RGB_2023-01-12_50.006614_18.002811_128x128.png;10.240358;2.7541666666666664;0.1;12.166666666666666;96.20833333333331;1001.2583333333332;84.33333333333333;0.3458333333333334;s výskytom
3683;14.2.2024;49.482673;17.871605;hraboš polní;1;760;0.559687415790892;-0.5195589393541612;0.2293967714528462;0.5195589393541612;0.5960832313341493;817.0;2894.0;16.2.2024;sentinel_data/S2L2A_RGB_2024-02-16_49.482673_17.871605_128x128.png;19.355825;3.325;0.0;8.479166666666668;67.79166666666667;1023.775;82.29166666666667;0.525;s výskytom
3573;30.1.2024;49.799179;16.499253;hraboš polní;1;590;0.5952143569292123;-0.6004001000250062;0.2398295234405269;0.6004001000250062;0.8694581280788178;812.0;3200.0;30.1.2024;sentinel_data/S2L2A_RGB_2024-01-30_49.799179_16.499253_128x128.png;0.393041;-0.3083333333333333;0.0;14.029166666666669;46.875;1036.9291666666666;86.375;-2.404166666666667;s výskytom
1362;2.6.2023;49.514561;17.405923;hraboš polní;1;780;0.43069403714565;-0.5011282051282051;0.0570561895132168;0.5011282051282051;0.5137362637362637;1456.0;3659.0;1.6.2023;sentinel_data/S2L2A_RGB_2023-06-01_49.514561_17.405923_128x128.png;13.208878;16.325;0.0;11.541666666666666;33.5;1015.1541666666668;59.958333333333336;8.320833333333333;s výskytom
2795;14.9.2023;50.757307;15.359887;hraboš polní;1;50;0.7209797657082002;-0.6515074092999489;0.1279008898970511;0.6515074092999489;1.5114503816793894;524.0;3232.0;10.9.2023;sentinel_data/S2L2A_RGB_2023-09-10_50.757307_15.359887_128x128.png;0.670454;12.383333333333333;3.1000000000000005;9.891666666666666;82.16666666666667;1021.3666666666668;93.625;11.345833333333331;s výskytom
1862;14.8.2023;50.663438;13.964385;hraboš polní;1;40;0.7877971085518255;-0.6476964769647696;0.1752577319587628;0.6476964769647696;2.085450346420324;433.0;3648.0;11.8.2023;sentinel_data/S2L2A_RGB_2023-08-11_50.663438_13.964385_128x128.png;6.973919;24.558333333333334;0.1;7.083333333333333;71.83333333333333;1017.5333333333332;72.66666666666667;18.9875;s výskytom
3010;5.10.2023;50.946799;14.451882;hraboš polní;1;230;0.8124467178175618;-0.7214574898785425;0.2458247875769118;0.7214574898785425;1.9386363636363635;440.0;4252.0;2.10.2023;sentinel_data/S2L2A_RGB_2023-10-02_50.946799_14.451882_128x128.png;16.588052;11.591666666666669;0.2;15.529166666666669;81.0;1024.2958333333331;74.875;7.204166666666667;s výskytom
1370;2.6.2023;50.050778;17.693748;hraboš polní;1;20;0.6470265826253768;-0.6234467855213398;0.2063428342031312;0.6234467855213398;0.8245341614906831;644.0;3005.0;4.6.2023;sentinel_data/S2L2A_RGB_2023-06-04_50.050778_17.693748_128x128.png;19.609974;14.629166666666668;0.0;15.516666666666667;46.708333333333336;1016.2583333333336;60.5;6.75;s výskytom
